	text	class	sample
28904	of	0	599
28906	the	0	599
28908	Yangian	0	599
28910	andmoduli	0	599
28912	space	0	599
28914	of	0	599
28916	monopoles	0	599
28919	,	0	599
28920	Comm	0	599
28922	.Math	0	599
28924	.Phys	0	599
28926	.	0	599
28928	260	0	599
28931	(	0	599
28934	2005	0	599
28935	),no	0	599
28937	.	0	599
28938	3	0	599
28941	,	0	599
28942	511	0	599
28944	-525	0	599
28945	.	0	599
28952	A.	1	600
28954	Gerasimov,	1	600
28956	S.	1	600
28958	Kharchev,	1	600
28960	D.	1	600
28962	Lebedev,	1	600
28964	S.	1	600
28966	Oblezin	1	600
28967	,	0	600
28970	On	0	600
28972	a	0	600
28974	class	0	600
28976	of	0	600
28978	representations	0	600
28980	of	0	600
28982	quantum	0	600
28984	groups,	0	600
28986	Noncommutativegeometry	0	600
28988	and	0	600
28990	representation	0	600
28992	theory	0	600
28994	in	0	600
28996	mathematical	0	600
28998	pconthysics	0	600
29001	,	0	600
29002	Contemp	0	600
29004	.Math	0	600
29006	.	0	600
29008	391	0	600
29011	,	0	600
29012	Amer	0	600
29014	.Math.	0	600
29016	Soc.	0	600
29019	,	0	600
29020	Providence,	0	600
29022	RI	0	600
29023	(	0	600
29026	2005	0	600
29029	),	0	600
29030	101-	0	600
29032	110	0	600
29033	.	0	600
29040	N.	1	601
29042	Guay,	1	601
29044	H.	1	601
29046	Nakajima,	1	601
29048	C.	1	601
29050	Wendlandt	1	601
29051	,	0	601
29054	Coproduct	0	601
29056	for	0	601
29058	Yangians	0	601
29060	of	0	601
29062	affine	0	601
29064	Kac-Moody	0	601
29066	algebras	0	601
29067	,	0	601
29070	arXiv:1701.05288	0	601
29071	.	0	601
29078	M.	1	602
29080	Gekhtman,	1	602
29082	M.	1	602
29084	Shapiro,	1	602
29086	A.	1	602
29088	Vainshtein	1	602
29089	,	0	602
29092	Generalized	0	602
29094	Bäcklund-Darboux	0	602
29096	transformations	0	602
29098	for	0	602
29100	Coxeter-Todaflows	0	602
29102	from	0	602
29104	a	0	602
29106	cluster	0	602
29108	algebra	0	602
29110	perspective	0	602
29113	,	0	602
29114	Acta	0	602
29116	Math	0	602
29118	.	0	602
29120	206	0	602
29123	(	0	602
29126	2011	0	602
29127	),no	0	602
29129	.	0	602
29130	2	0	602
29133	,	0	602
29134	245	0	602
29136	-310	0	602
29137	.	0	602
29144	M.	1	603
29146	Haiman	1	603
29147	,	0	603
29150	Cherednik	0	603
29152	algebras,	0	603
29154	Macdonald	0	603
29156	polynomials	0	603
29158	and	0	603
29160	combinatorics	0	603
29161	,	0	603
29164	ICM	0	603
29166	2006	0	603
29168	Proceedings	0	603
29172	3	0	603
29173	,	0	603
29176	EuropeanMath	0	603
29178	.Soc	0	603
29180	.	0	603
29181	(	0	603
29184	2006	0	603
29185	),	0	603
29186	843	0	603
29188	-872	0	603
29189	.	0	603
29196	D.	1	604
29198	Hernandez	1	604
29199	,	0	604
29202	Representations	0	604
29204	of	0	604
29206	quantum	0	604
29208	affinizations	0	604
29210	and	0	604
29212	fusion	0	604
29214	product	0	604
29215	,	0	604
29218	Transform.	0	604
29220	Groups	0	604
29224	10	0	604
29227	(	0	604
29228	2005	0	604
29229	),	0	604
29231	no.	0	604
29232	2	0	604
29235	,	0	604
29236	163	0	604
29238	-200	0	604
29239	.	0	604
29246	T.	1	605
29248	Hoffmann,	1	605
29250	J.	1	605
29252	Kellendonk,	1	605
29254	N.	1	605
29256	Kutz,	1	605
29258	N.	1	605
29260	Reshetikhin	1	605
29261	,	0	605
29264	Factorization	0	605
29266	dynamics	0	605
29268	and	0	605
29270	Coxeter-Toda	0	605
29272	lattices	0	605
29273	,	0	605
29274	Comm	0	605
29276	.Math	0	605
29278	.Phys	0	605
29280	.	0	605
29282	212	0	605
29285	(	0	605
29288	2000	0	605
29289	),no	0	605
29291	.	0	605
29292	2	0	605
29295	,	0	605
29296	297	0	605
29298	-321	0	605
29299	.	0	605
29306	X.	1	606
29308	He,	1	606
29310	G.	1	606
29312	Lusztig	1	606
29313	,	0	606
29316	A	0	606
29318	generalization	0	606
29320	of	0	606
29322	Steinberg&apos;s	0	606
29324	cross	0	606
29326	section	0	606
29327	,	0	606
29330	J.	0	606
29332	Amer.	0	606
29334	Math.	0	606
29336	Soc.	0	606
29340	25	0	606
29343	(	0	606
29344	2012	0	606
29345	),	0	606
29347	no.	0	606
29350	3	0	606
29351	,	0	606
29354	739-757	0	606
29355	.	0	606
29362	M.	1	607
29364	Jimbo	1	607
29365	,	0	607
29368	A	0	607
29370	q-analogue	0	607
29372	of	0	607
29374	U	0	607
29376	(gl(N	0	607
29378	+	0	607
29380	1)),	0	607
29382	Hecke	0	607
29384	algebra	0	607
29386	and	0	607
29388	the	0	607
29390	Yang-Baxter	0	607
29392	equation	0	607
29393	,	0	607
29396	Lett.	0	607
29398	Math.	0	607
29400	Phys.	0	607
29404	11	0	607
29405	(	0	607
29408	1986	0	607
29409	),no	0	607
29411	.	0	607
29412	2	0	607
29415	,	0	607
29416	247	0	607
29418	-252	0	607
29419	.	0	607
29426	N.	1	608
29428	Jing	1	608
29429	,	0	608
29432	On	0	608
29434	Drinfeld	0	608
29436	realization	0	608
29438	of	0	608
29440	quantum	0	608
29442	affine	0	608
29444	algebras	0	608
29445	,	0	608
29447	in	0	608
29450	Monster	0	608
29452	and	0	608
29454	Lie	0	608
29456	Algebras	0	608
29457	,	0	608
29460	Columbus,	0	608
29462	OH	0	608
29463	,	0	608
29466	1996	0	608
29467	(	0	608
29470	OhioState	0	608
29472	University	0	608
29474	Mathematical	0	608
29476	Research	0	608
29478	Institute	0	608
29480	Publications	0	608
29483	,	0	608
29484	de	0	608
29486	Gruyter	0	608
29489	,	0	608
29490	Berlin	0	608
29493	,	0	608
29494	1998	0	608
29497	),Vol	0	608
29499	.	0	608
29500	7	0	608
29503	,	0	608
29504	195-	0	608
29506	206	0	608
29507	.	0	608
29514	A.	1	609
29516	Joseph	1	609
29517	,	0	609
29520	Quantum	0	609
29522	groups	0	609
29524	and	0	609
29526	their	0	609
29528	primitive	0	609
29530	ideals	0	609
29531	,	0	609
29534	Ergebnisse	0	609
29536	der	0	609
29538	Mathematik	0	609
29540	und	0	609
29542	ihrer	0	609
29544	Grenzgebiete	0	609
29547	(	0	609
29548	3	0	609
29549	)	0	609
29551	29	0	609
29554	,	0	609
29555	Springer	0	609
29557	-Verlag	0	609
29558	,	0	609
29559	Berlin	0	609
29562	(	0	609
29565	1995	0	609
29566	),	0	609
29567	x+383pp	0	609
29570	.	0	609
29577	V.	1	610
29579	Kuznetsov,	1	610
29581	A.	1	610
29583	Tsyganov	1	610
29584	,	0	610
29587	Quantum	0	610
29589	relativistic	0	610
29591	Toda	0	610
29593	chains	0	610
29594	,	0	610
29597	Journal	0	610
29599	of	0	610
29601	Math.	0	610
29603	Sciences	0	610
29607	80	0	610
29610	(	0	610
29611	1996	0	610
29612	),	0	610
29614	no.	0	610
29615	3	0	610
29618	,	0	610
29619	1802	0	610
29621	-1810	0	610
29622	.	0	610
29629	J.	1	611
29631	Kamnitzer,	1	611
29633	P.	1	611
29635	Tingley,	1	611
29637	B.	1	611
29639	Webster,	1	611
29641	A.	1	611
29643	Weekes,	1	611
29645	O.	1	611
29647	Yacobi	1	611
29648	,	0	611
29651	Highest	0	611
29653	weights	0	611
29655	for	0	611
29657	truncated	0	611
29659	shifted	0	611
29661	Yangiansand	0	611
29663	product	0	611
29665	monomial	0	611
29667	crystals	0	611
29670	,	0	611
29671	arXiv	0	611
29673	:1511.09131	0	611
29674	.	0	611
29681	J.	1	612
29683	Kamnitzer,	1	612
29685	B.	1	612
29687	Webster,	1	612
29689	A.	1	612
29691	Weekes,	1	612
29693	O.	1	612
29695	Yacobi	1	612
29696	,	0	612
29699	Yangians	0	612
29701	and	0	612
29703	quantizations	0	612
29705	of	0	612
29707	slices	0	612
29709	in	0	612
29711	the	0	612
29713	affine	0	612
29715	Grassmannian	0	612
29716	,	0	612
29717	Algebra	0	612
29719	Number	0	612
29721	Theory	0	612
29725	8	0	612
29728	(	0	612
29731	2014	0	612
29732	),no	0	612
29734	.	0	612
29735	4	0	612
29738	,	0	612
29739	857	0	612
29741	-893	0	612
29742	.	0	612
29749	G.	1	613
29751	Laumon	1	613
29752	,	0	613
29755	Un	0	613
29757	analogue	0	613
29759	global	0	613
29761	du	0	613
29763	cône	0	613
29765	nilpotent	0	613
29766	,	0	613
29769	Duke	0	613
29771	Math.	0	613
29773	Journal	0	613
29777	57	0	613
29780	(	0	613
29781	1988	0	613
29782	),	0	613
29784	no.	0	613
29787	2	0	613
29788	,	0	613
29791	647-671	0	613
29792	.	0	613
29799	S.	1	614
29801	Levendorskii	1	614
29802	,	0	614
29805	On	0	614
29807	generators	0	614
29809	and	0	614
29811	defining	0	614
29813	relations	0	614
29815	of	0	614
29817	Yangians	0	614
29818	,	0	614
29821	Journal	0	614
29823	of	0	614
29825	Geometry	0	614
29827	and	0	614
29829	Physics	0	614
29833	12	0	614
29836	(	0	614
29837	1993	0	614
29838	),no	0	614
29840	.	0	614
29841	1	0	614
29844	,	0	614
29845	1	0	614
29847	-11	0	614
29848	.	0	614
29855	J.-H.	1	615
29857	Lu	1	615
29858	,	0	615
29861	Hopf	0	615
29863	algebroids	0	615
29865	and	0	615
29867	quantum	0	615
29869	groupoids	0	615
29870	,	0	615
29873	International	0	615
29875	J.	0	615
29877	Math.	0	615
29881	7	0	615
29884	(	0	615
29885	1996	0	615
29886	),	0	615
29888	no.	0	615
29891	1	0	615
29892	,	0	615
29895	47-70	0	615
29896	.	0	615
29903	G.	1	616
29905	Lusztig	1	616
29906	,	0	616
29909	Introduction	0	616
29911	to	0	616
29913	quantum	0	616
29915	groups	0	616
29916	,	0	616
29919	Progress	0	616
29921	in	0	616
29923	Math	0	616
29924	.	0	616
29927	110	0	616
29930	(	0	616
29931	1993	0	616
29932	),	0	616
29935	xii+341pp	0	616
29936	.	0	616
29943	A.	1	617
29945	Molev	1	617
29946	,	0	617
29949	Yangians	0	617
29951	and	0	617
29953	classical	0	617
29955	Lie	0	617
29957	algebras	0	617
29958	,	0	617
29961	Mathematical	0	617
29963	Surveys	0	617
29965	and	0	617
29967	Monographs	0	617
29968	,	0	617
29971	143	0	617
29972	,	0	617
29975	American	0	617
29977	MathematicalSociety	0	617
29980	,	0	617
29981	Providence	0	617
29983	,RI	0	617
29986	(	0	617
29989	2007	0	617
29990	),	0	617
29991	xviii+400pp	0	617
29994	.	0	617
30001	A.	1	618
30003	Malkin,	1	618
30005	V.	1	618
30007	Ostrik,	1	618
30009	M.	1	618
30011	Vybornov	1	618
30012	,	0	618
30015	The	0	618
30017	minimal	0	618
30019	degeneration	0	618
30021	singularities	0	618
30023	in	0	618
30025	the	0	618
30027	affine	0	618
30029	Grassman-nians	0	618
30030	,	0	618
30031	Duke	0	618
30033	Math	0	618
30035	.J	0	618
30037	.	0	618
30039	126	0	618
30042	(	0	618
30045	2005	0	618
30046	),no	0	618
30048	.	0	618
30049	2	0	618
30052	,	0	618
30053	233	0	618
30055	-249	0	618
30056	.	0	618
30063	M.	1	619
30065	Nazarov,	1	619
30067	V.	1	619
30069	Tarasov	1	619
30070	,	0	619
30073	Yangians	0	619
30075	and	0	619
30077	Gel&apos;fand-Zetlin	0	619
30079	bases	0	619
30080	,	0	619
30083	Publ.	0	619
30085	RIMS	0	619
30087	Kyoto	0	619
30089	Univ.	0	619
30093	30	0	619
30096	(	0	619
30097	1994	0	619
30098	),	0	619
30100	no.	0	619
30103	3	0	619
30104	,	0	619
30107	459-478	0	619
30108	.	0	619
30115	G.	1	620
30117	Pappas,	1	620
30119	M.	1	620
30121	Rapoport	1	620
30122	,	0	620
30125	Twisted	0	620
30127	loop	0	620
30129	groups	0	620
30131	and	0	620
30133	their	0	620
30135	affine	0	620
30137	flag	0	620
30139	varieties	0	620
30140	,	0	620
30143	Adv.	0	620
30145	Math.	0	620
30149	219	0	620
30152	(	0	620
30153	2008	0	620
30154	),	0	620
30156	no.	0	620
30157	1	0	620
30160	,	0	620
30161	118	0	620
30163	-198	0	620
30164	.	0	620
30171	R.	1	621
30173	Steinberg	1	621
30174	,	0	621
30177	Regular	0	621
30179	elements	0	621
30181	of	0	621
30183	semisimple	0	621
30185	algebraic	0	621
30187	groups	0	621
30188	,	0	621
30191	Inst.	0	621
30193	HautesÉtudesHautes´HautesÉtudes	0	621
30195	Sci.	0	621
30197	Publ.	0	621
30199	Math.	0	621
30203	25	0	621
30206	(	0	621
30207	1965	0	621
30208	),	0	621
30209	49	0	621
30211	-80	0	621
30212	.	0	621
30219	A.	1	622
30221	Sevostyanov	1	622
30222	,	0	622
30225	Quantum	0	622
30227	deformation	0	622
30229	of	0	622
30231	Whittaker	0	622
30233	modules	0	622
30235	and	0	622
30237	the	0	622
30239	Toda	0	622
30241	lattice	0	622
30242	,	0	622
30245	Duke	0	622
30247	Math.	0	622
30249	J.	0	622
30253	105	0	622
30256	(	0	622
30257	2000	0	622
30258	),no	0	622
30260	.	0	622
30261	2	0	622
30264	,	0	622
30265	211	0	622
30267	-238	0	622
30268	.	0	622
30275	A.	1	623
30277	Sevostyanov	1	623
30278	,	0	623
30281	Conjugacy	0	623
30283	classes	0	623
30285	in	0	623
30287	Weyl	0	623
30289	groups	0	623
30291	and	0	623
30293	q-W	0	623
30295	algebras	0	623
30296	,	0	623
30299	Adv.	0	623
30301	Math.	0	623
30305	228	0	623
30308	(	0	623
30309	2011	0	623
30310	),	0	623
30312	no.	0	623
30315	3	0	623
30316	,	0	623
30319	1315-1376	0	623
30320	.	0	623
30327	M.	1	624
30329	Semenov-Tian-Shansky	1	624
30330	,	0	624
30333	Poisson	0	624
30335	Lie	0	624
30337	groups,	0	624
30339	quantum	0	624
30341	duality	0	624
30343	principle,	0	624
30345	and	0	624
30347	the	0	624
30349	quantum	0	624
30351	double	0	624
30352	,	0	624
30355	Contemp.Math	0	624
30357	.	0	624
30359	175	0	624
30362	(	0	624
30365	1994	0	624
30366	),	0	624
30367	219	0	624
30369	-248	0	624
30370	.	0	624
30377	A.	1	625
30379	Tsymbaliuk	1	625
30380	,	0	625
30383	Quantum	0	625
30385	affine	0	625
30387	Gelfand-Tsetlin	0	625
30389	bases	0	625
30391	and	0	625
30393	quantum	0	625
30395	toroidal	0	625
30397	algebra	0	625
30399	via	0	625
30401	K-theory	0	625
30403	of	0	625
30405	affineLaumon	0	625
30407	spaces	0	625
30410	,	0	625
30411	Selecta	0	625
30413	Math	0	625
30415	.	0	625
30417	16	0	625
30420	(	0	625
30423	2010	0	625
30424	),	0	625
30425	173	0	625
30427	-200	0	625
30428	.	0	625
30435	A.	1	626
30437	Tsymbaliuk	1	626
30438	,	0	626
30441	The	0	626
30443	affine	0	626
30445	Yangian	0	626
30447	of	0	626
30449	gl	0	626
30451	1	0	626
30453	revisited	0	626
30454	,	0	626
30457	Adv.	0	626
30459	Math.	0	626
30463	304	0	626
30466	(	0	626
30467	2017	0	626
30468	),	0	626
30470	no.	0	626
30473	2	0	626
30474	,	0	626
30477	583-645	0	626
30478	.	0	626
30485	M.	1	627
30487	Varagnolo,	1	627
30489	E.	1	627
30491	Vasserot	1	627
30492	,	0	627
30495	Double	0	627
30497	affine	0	627
30499	Hecke	0	627
30501	algebras	0	627
30503	and	0	627
30505	affine	0	627
30507	flag	0	627
30509	manifolds,	0	627
30511	I.	0	627
30513	Affine	0	627
30515	flag	0	627
30517	mani-foldsand	0	627
30519	principal	0	627
30521	bundles	0	627
30524	,	0	627
30525	Trends	0	627
30527	in	0	627
30529	Mathematics	0	627
30532	,	0	627
30533	Birkhäuser	0	627
30535	/Springer	0	627
30536	,	0	627
30537	Basel	0	627
30540	(	0	627
30543	2010	0	627
30544	),	0	627
30545	233	0	627
30547	-289	0	627
30548	.	0	627
30555	M.	1	628
30557	Varagnolo,	1	628
30559	E.	1	628
30561	Vasserot	1	628
30562	,	0	628
30565	Double	0	628
30567	affine	0	628
30569	Hecke	0	628
30571	algebras	0	628
30573	at	0	628
30575	roots	0	628
30577	of	0	628
30579	unity	0	628
30580	,	0	628
30583	Representation	0	628
30585	Theory	0	628
30589	14	0	628
30592	(	0	628
30593	2010	0	628
30594	),	0	628
30595	510	0	628
30597	-600	0	628
30598	.	0	628
30625	Proc.	0	629
30627	Natl.	0	629
30629	Acad.	0	629
30631	Sci.	0	629
30633	USA	0	629
30636	Vol.	0	629
30637	90	0	629
30640	,pp	0	629
30642	.	0	629
30643	7538	0	629
30645	-7542	0	629
30646	,	0	629
30647	August	0	629
30649	1993	0	629
30653	Immunology	0	629
30670	Biochemical	0	630
30672	and	0	630
30674	Biophysical	0	630
30676	Research	0	630
30678	Communications	0	630
30682	269	0	630
30683	,	0	630
30686	415–	0	630
30688	421	0	630
30691	(	0	630
30692	2000	0	630
30693	)	0	630
30710	The	0	631
30712	Journal	0	631
30714	of	0	631
30716	China	0	631
30719	Universities	0	631
30721	of	0	631
30723	Posts	0	631
30725	and	0	631
30728	Telecommunications	0	631
30733	Avril	0	631
30735	2010	0	631
30736	,	0	631
30739	17	0	631
30740	(	0	631
30741	2	0	631
30742	):	0	631
30745	85–91	0	631
30757	Eighth	0	632
30759	IEEE	0	632
30761	Workshop	0	632
30763	on	0	632
30765	Mobile	0	632
30767	Computing	0	632
30769	Systems	0	632
30771	and	0	632
30773	Applications	0	632
30786	JOURNAL	0	633
30788	OF	0	633
30790	CLINICAL	0	633
30792	MICROBIOLOGY	0	633
30793	,	0	633
30796	1998	0	633
30797	,	0	633
30799	p.	0	633
30802	3474–	0	633
30804	3479	0	633
30805	Vol.	0	633
30808	36	0	633
30809	,No	0	633
30811	.	0	633
30812	12	0	633
30839	ANTISENSE	0	634
30841	&amp;	0	634
30843	NUCLEIC	0	634
30845	ACID	0	634
30847	DRUG	0	634
30849	DEVELOPMENT	0	634
30853	11	0	634
30854	:	0	634
30855	199–207	0	634
30858	(	0	634
30859	2001	0	634
30860	)	0	634
30877	JOURNAL	0	635
30879	OF	0	635
30881	CELLULAR	0	635
30883	PHYSIOLOGY	0	635
30887	177	0	635
30888	:	0	635
30889	206–213	0	635
30892	(	0	635
30893	1998	0	635
30894	)	0	635
30903	J.	0	636
30905	Cell.	0	636
30907	Physiol.	0	636
30911	177	0	636
30912	:	0	636
30913	206	0	636
30915	–213	0	636
30916	,	0	636
30919	1998	0	636
30928	Adamovic	1	637
30930	D	1	637
30932	and	1	637
30934	Milas	1	637
30936	A	1	637
30940	2007	0	637
30944	Logarithmic	0	637
30946	intertwining	0	637
30948	operators	0	637
30950	and	0	637
30952	W(2,	0	637
30954	2p	0	637
30956	−	0	637
30958	1)-algebras	0	637
30962	J.Math	0	637
30964	.Phys	0	637
30966	.	0	637
30968	48	0	637
30972	073503	0	637
30980	Astashkevich	1	638
30982	A	1	638
30986	1997	0	638
30990	On	0	638
30992	the	0	638
30994	structure	0	638
30996	of	0	638
30998	Verma	0	638
31000	module	0	638
31002	over	0	638
31004	Virasoro	0	638
31006	and	0	638
31008	Neveu-Schwarz	0	638
31010	algebras	0	638
31014	Commun.Math	0	638
31016	.Phys	0	638
31018	.	0	638
31020	186	0	638
31024	531	0	638
31026	-62	0	638
31034	Cardy	1	639
31036	J	1	639
31040	1999	0	639
31044	Logarithmic	0	639
31046	correlations	0	639
31048	in	0	639
31050	quenched	0	639
31052	random	0	639
31054	magnets	0	639
31056	and	0	639
31058	polymers	0	639
31061	(	0	639
31062	arxiv:cond-mat/9911024	0	639
31063	)	0	639
31070	Cardy	1	640
31072	J	1	640
31076	2013	0	640
31080	Logarithmic	0	640
31082	conformal	0	640
31084	field	0	640
31086	theories	0	640
31088	as	0	640
31090	limits	0	640
31092	of	0	640
31094	ordinary	0	640
31096	CFTs	0	640
31098	and	0	640
31100	some	0	640
31102	physical	0	640
31104	applications	0	640
31106	J	0	640
31108	.Phys	0	640
31110	.A	0	640
31112	:Math	0	640
31114	.Theor	0	640
31116	.	0	640
31118	46	0	640
31122	494001	0	640
31130	Creutzig	1	641
31132	T	1	641
31134	and	1	641
31136	Ridout	1	641
31138	D	1	641
31142	2013	0	641
31146	Logarithmic	0	641
31148	conformal	0	641
31150	field	0	641
31152	theory:	0	641
31154	beyond	0	641
31156	an	0	641
31158	introduction	0	641
31162	J.	0	641
31164	Phys.	0	641
31166	A:Math	0	641
31168	.Theor	0	641
31170	.	0	641
31172	46	0	641
31176	494006	0	641
31184	Dubail	1	642
31186	J,	1	642
31188	Jacobsen	1	642
31190	J	1	642
31192	L	1	642
31194	and	1	642
31196	Saleur	1	642
31198	H	1	642
31202	2010	0	642
31206	Conformal	0	642
31208	field	0	642
31210	theory	0	642
31212	at	0	642
31214	c	0	642
31216	=	0	642
31218	0,	0	642
31220	a	0	642
31222	measure	0	642
31224	of	0	642
31226	the	0	642
31228	indecomposability(	0	642
31230	b)parameters	0	642
31234	Nucl	0	642
31236	.Phys	0	642
31238	.B	0	642
31242	834	0	642
31246	399	0	642
31248	-422	0	642
31256	Eberle	1	643
31258	H	1	643
31260	and	1	643
31262	Flohr	1	643
31264	M	1	643
31268	2006	0	643
31272	Virasoro	0	643
31274	representations	0	643
31276	and	0	643
31278	fusion	0	643
31280	for	0	643
31282	general	0	643
31284	augmented	0	643
31286	minimal	0	643
31288	models	0	643
31290	J	0	643
31292	.Phys	0	643
31294	.A	0	643
31296	:Math	0	643
31298	.Gen	0	643
31300	.	0	643
31302	39	0	643
31306	15245	0	643
31314	Feigin	1	644
31316	B	1	644
31318	L	1	644
31320	and	1	644
31322	Fuchs	1	644
31324	D	1	644
31326	B	1	644
31330	1990	0	644
31334	Representations	0	644
31336	of	0	644
31338	the	0	644
31340	Virasoro	0	644
31342	Algebra	0	644
31345	(	0	644
31346	Advanced	0	644
31348	Studies	0	644
31350	in	0	644
31352	ContemporaryMathematics	0	644
31355	)(	0	644
31358	NewYork	0	644
31361	:	0	644
31362	Gordon	0	644
31364	and	0	644
31366	Breach	0	644
31368	Publishers	0	644
31371	)	0	644
31378	Flohr	1	645
31380	M	1	645
31384	1998	0	645
31388	Singular	0	645
31390	vectors	0	645
31392	in	0	645
31394	logarithmic	0	645
31396	conformal	0	645
31398	field	0	645
31400	theories	0	645
31404	Nucl.	0	645
31406	Phys.	0	645
31408	B	0	645
31412	514	0	645
31416	523-52	0	645
31424	Flohr	1	646
31426	M	1	646
31428	and	1	646
31430	Müeller-Lohmann	1	646
31432	A	1	646
31436	2005	0	646
31440	Proposal	0	646
31442	for	0	646
31444	a	0	646
31446	CFT	0	646
31448	interpretation	0	646
31450	of	0	646
31452	Watts&apos;	0	646
31454	differential	0	646
31456	equationfor	0	646
31458	percolation	0	646
31462	J	0	646
31464	.Stat	0	646
31466	.Mech	0	646
31468	.	0	646
31470	P12004	0	646
31478	Flohr	1	647
31480	M	1	647
31482	and	1	647
31484	Müeller-Lohmann	1	647
31486	A	1	647
31490	2006	0	647
31493	Notes	0	647
31495	on	0	647
31497	non-trivial	0	647
31499	and	0	647
31501	logarithmic	0	647
31503	CFTs	0	647
31505	with	0	647
31507	c	0	647
31509	=	0	647
31511	0	0	647
31514	J.Stat	0	647
31516	.Mech	0	647
31518	.	0	647
31520	P04002	0	647
31528	Di	1	648
31530	Francesco	1	648
31532	P,	1	648
31534	Mathieu	1	648
31536	P	1	648
31538	and	1	648
31540	Sénéchal	1	648
31542	D	1	648
31546	1997	0	648
31550	Conformal	0	648
31552	Field	0	648
31554	Theory	0	648
31557	(	0	648
31558	New	0	648
31560	York	0	648
31561	:	0	648
31564	Springer	0	648
31565	)	0	648
31567	(	0	648
31568	https://doi.org/10.1007/978-1-4612-2256-9	0	648
31569	)	0	648
31576	Gaberdiel	1	649
31578	M	1	649
31582	2003	0	649
31586	An	0	649
31588	algebraic	0	649
31590	approach	0	649
31592	to	0	649
31594	logarithmic	0	649
31596	conformal	0	649
31598	field	0	649
31600	theory	0	649
31602	Int	0	649
31603	.	0	649
31606	J.	0	649
31608	Mod.	0	649
31610	Phys.	0	649
31612	A	0	649
31614	18	0	649
31618	4593	0	649
31620	-638	0	649
31628	Gaberdiel	1	650
31630	M	1	650
31632	R	1	650
31634	and	1	650
31636	Kausch	1	650
31638	H	1	650
31640	G	1	650
31644	1996	0	650
31648	Indecomposable	0	650
31650	fusion	0	650
31652	products	0	650
31656	Nucl.	0	650
31658	Phys.	0	650
31660	B	0	650
31664	477	0	650
31668	293-318	0	650
31676	Gaberdiel	1	651
31678	M	1	651
31680	R	1	651
31682	and	1	651
31684	Kausch	1	651
31686	H	1	651
31688	G	1	651
31692	1996	0	651
31696	A	0	651
31698	rational	0	651
31700	logarithmic	0	651
31702	conformal	0	651
31704	field	0	651
31706	theory	0	651
31710	Phys.	0	651
31712	Lett.	0	651
31714	B	0	651
31718	386	0	651
31720	131	0	651
31722	-7	0	651
31730	Gaberdiel	1	652
31732	M	1	652
31734	R,	1	652
31736	Runkel	1	652
31738	I	1	652
31740	and	1	652
31742	Wood	1	652
31744	S	1	652
31748	2009	0	652
31752	Fusion	0	652
31754	rules	0	652
31756	and	0	652
31758	boundary	0	652
31760	conditions	0	652
31762	in	0	652
31764	the	0	652
31766	c	0	652
31768	=	0	652
31770	0	0	652
31772	tripletmodel	0	652
31776	J	0	652
31778	.Phys	0	652
31780	.A	0	652
31782	:Math	0	652
31784	.Theo	0	652
31786	.	0	652
31788	42	0	652
31792	325403	0	652
31800	Gurarie	1	653
31802	V	1	653
31806	1993	0	653
31810	Logarithmic	0	653
31812	operators	0	653
31814	in	0	653
31816	conformal	0	653
31818	field	0	653
31820	theory	0	653
31824	Nucl.	0	653
31826	Phys.	0	653
31828	B	0	653
31832	410	0	653
31836	535-49	0	653
31844	Gurarie	1	654
31846	V	1	654
31850	2013	0	654
31853	Logarithmic	0	654
31855	operators	0	654
31857	and	0	654
31859	logarithmic	0	654
31861	conformal	0	654
31863	field	0	654
31865	theories	0	654
31868	J.	0	654
31870	Phys.	0	654
31872	A:	0	654
31874	Math.	0	654
31876	Theor.	0	654
31878	46	0	654
31882	494003	0	654
31890	Gurarie	1	655
31892	V	1	655
31894	and	1	655
31896	Ludwig	1	655
31898	A	1	655
31902	2002	0	655
31906	Conformal	0	655
31908	algebras	0	655
31910	of	0	655
31912	2D	0	655
31914	disordered	0	655
31916	systems	0	655
31920	J.	0	655
31922	Phys.	0	655
31924	A:	0	655
31926	Math.	0	655
31928	Gen.	0	655
31930	35	0	655
31934	L377	0	655
31936	-84	0	655
31944	Gurarie	1	656
31946	V	1	656
31948	and	1	656
31950	Ludwig	1	656
31952	A	1	656
31956	2012	0	656
31960	Conformal	0	656
31962	field	0	656
31964	theory	0	656
31966	at	0	656
31968	central	0	656
31970	charge	0	656
31972	c	0	656
31974	=	0	656
31976	0	0	656
31978	and	0	656
31980	two-dimensional	0	656
31982	criticalsystems	0	656
31984	with	0	656
31986	quenched	0	656
31988	disorder	0	656
31990	From	0	656
31992	Fields	0	656
31994	to	0	656
31996	Strings	0	656
31999	:	0	656
32000	Circumnavigating	0	656
32002	Theoretical	0	656
32004	Physics	0	656
32007	(	0	656
32008	Singapore	0	656
32011	:	0	656
32012	WorldScientific	0	656
32015	)	0	656
32017	pp	0	656
32018	1384	0	656
32020	-	0	656
32022	440	0	656
32030	Hogervorst	1	657
32032	M,	1	657
32034	Paulos	1	657
32036	M	1	657
32038	and	1	657
32040	Vichi	1	657
32042	A	1	657
32046	2016	0	657
32050	The	0	657
32052	ABC	0	657
32054	(in	0	657
32056	any	0	657
32058	D)	0	657
32060	of	0	657
32062	logarithmic	0	657
32064	CFT	0	657
32067	Report	0	657
32069	No.	0	657
32072	CERN-TH-2016-114	0	657
32073	,	0	657
32074	YITP	0	657
32076	-SB-16-16	0	657
