	text	class	sample
3730	69	0	92
3731	und	0	92
3732	Abb	0	92
3733	.	0	92
3734	134	0	92
3735	.	0	92
3736	)	0	93
3737	Bachofen	1	93
3738	:	0	93
3739	Vorrede	0	93
3740	zum	0	93
3741	'	0	93
3742	Mutterrecht	0	93
3743	’	0	93
3744	.	0	93
3745	Zitiert	0	93
3746	nach	0	93
3747	:	0	93
3748	Der	0	93
3749	Mythus	0	93
3750	von	0	93
3751	Orient	0	93
3752	und	0	93
3753	Occident	0	93
3754	.	0	93
3755	Eine	0	93
3756	Metaphysik	0	93
3757	der	0	93
3758	alten	0	93
3759	Welt	0	93
3760	.	0	93
3761	Aus	0	93
3762	den	0	93
3763	Werken	0	93
3764	von	0	93
3765	J	0	93
3766	.	0	93
3767	J	0	93
3768	.	0	93
3769	Bachofen	1	93
3770	.	0	93
3771	Ed	0	93
3772	.	0	93
3773	Manfred	0	93
3774	Schroeter	0	93
3775	.	0	93
3776	1956	0	93
3777	(	0	93
3778	2	0	93
3779	.	0	93
3780	Aufl	0	93
3781	.	0	93
3782	Erstmals	0	93
3783	erschienen	0	93
3784	1926	0	93
3785	)	0	93
3786	S	0	93
3787	.	0	93
3788	25	0	93
3789	.	0	93
3790	Ich	0	93
3791	gehe	0	93
3792	von	0	93
3793	der	0	93
3794	Voraussetzung	0	93
3795	aus	0	93
3796	,	0	93
3797	da	0	93
3798	ß	0	93
3799	Benn	1	93
3800	Bachofen	1	93
3801	schon	0	93
3802	vor	0	93
3803	Erscheinen	0	93
3804	der	0	93
3805	z	0	93
3806	.	0	93
3807	T	0	93
3808	.	0	93
3809	billigen	0	93
3810	Bachofenausgaben	0	93
3811	1926	0	93
3812	(	0	93
3813	Kroner	0	93
3814	KTA	0	93
3815	52	0	93
3816	.	0	93
3817	Reclam	0	93
3818	.	0	93
3819	Beck	0	93
3820	ed	0	93
3821	.	0	93
3822	Schroeter	0	93
3823	;	0	93
3824	hierzu	0	93
3825	siehe	0	93
3826	auch	0	93
3827	Wodtke	0	93
3828	:	0	93
3829	Antike	0	93
3830	S	0	93
3831	.	0	93
3832	135s	0	93
3833	.	0	93
3834	Anm	0	93
3835	.	0	93
3836	297	0	93
3837	,	0	93
3838	der	0	93
3839	die	0	93
3840	Reclam	0	93
3841	-	0	93
3842	und	0	93
3843	Beck	0	93
3844	-	0	93
3845	Ausgabe	0	93
3846	in	0	93
3847	Benns	0	93
3848	Bibliothek	0	93
3849	vorgefunden	0	93
3850	hat	0	93
3851	)	0	93
3852	gekannt	0	93
3853	hat	0	93
3854	,	0	93
3855	evtl	0	93
3856	,	0	93
3857	aus	0	93
3858	zweiter	0	93
3859	Hand	0	93
3860	.	0	93
3861	Meine	0	93
3862	Nachweise	0	93
3863	beschranken	0	93
3864	sich	0	93
3865	auf	0	93
3866	Bachofens	0	93
3867	Vorrede	0	93
3868	zum	0	93
3869	'	0	93
3870	Mutterrecht	0	93
3871	’	0	93
3872	,	0	93
3873	die	0	93
3874	Benn	0	93
3875	spater	0	93
3876	111	0	93
3877	seinem	0	93
3878	eigenen	0	93
3879	Exemplar	0	93
3880	mit	0	93
3881	Anstreichungen	0	93
3882	studiert	0	93
3883	hat	0	93
3884	(	0	93
3885	Wodtke	0	93
3886	:	0	93
3887	Ebd	0	93
3888	.	0	93
3889	)	0	93
3890	,	0	93
3891	auf	0	93
3892	das	0	93
3893	Kapitel	0	93
3894	zur	0	93
3895	Isisreligion	0	93
3896	des	0	93
3897	gleichen	0	93
3898	Werkes	0	93
3899	und	0	93
3900	auf	0	93
3901	die	0	93
3902	Einleitung	0	93
3903	zur	0	93
3904	'	0	93
3905	Sage	0	93
3906	von	0	93
3907	Tanaquil	0	93
3908	’	0	93
3909	.	0	93
3910	’	0	94
3911	)	0	94
3912	1	0	94
3913	.	0	94
3914	Cel	0	94
3915	.	0	94
3916	73	0	94
3917	:	0	94
3918	non	0	94
3919	ut	0	94
3920	lasciviens	0	94
3921	,	0	94
3922	sed	0	94
3923	ut	0	94
3924	igne	0	94
3925	divini	0	94
3926	amoris	0	94
3927	ardens	0	94
3928	,	0	94
3929	non	0	94
3930	ad	0	94
3931	rimm	0	94
3932	movens	0	94
3933	,	0	94
3934	sed	0	94
3935	planctum	0	94
3936	doloris	0	94
3937	extorquens	0	94
3938	sagt	0	94
3939	Thomas	0	94
3940	ausdrücklich	0	94
3941	.	0	94
3942	Robert	1	95
3943	Musil	1	95
3944	,	0	95
3945	Beitrag	0	95
3946	zur	0	95
3947	Beurteilung	0	95
3948	der	0	95
3949	Lehren	0	95
3950	Machs	0	95
3951	,	0	95
3952	Wiederabdruck	0	95
3953	:	0	95
3954	Reinbek	0	95
3955	bei	0	95
3956	Hamburg	0	95
3957	198	0	95
3958	0	0	95
3959	,	0	95
3960	69	0	95
3961	.	0	95
3962	In	0	96
3963	einem	0	96
3964	Brief	0	96
3965	vom	0	96
3966	1	0	96
3967	0	0	96
3968	.	0	96
3969	Januar	0	96
3970	1775	0	96
3971	beschreibt	0	96
3972	Lichtenberg	1	96
3973	die	0	96
3974	Menge	0	96
3975	in	0	96
3976	London	0	96
3977	:	0	96
3978	anhand	0	96
3979	ihres	0	96
3980	Stils	0	96
3981	und	0	96
3982	der	0	96
3983	in	0	96
3984	ihr	0	96
3985	wiederkehrenden	0	96
3986	Bilder	0	96
3987	kann	0	96
3988	diese	0	96
3989	Beschreibung	0	96
3990	als	0	96
3991	das	0	96
3992	erste	0	96
3993	Zeugnis	0	96
3994	gro	0	96
3995	ß	0	96
3996	städtischen	0	96
3997	Erlebens	0	96
3998	in	0	96
3999	der	0	96
4000	deutschen	0	96
4001	Literatur	0	96
4002	betrachtet	0	96
4003	werden	0	96
4004	(	0	96
4005	vgl	0	96
4006	.	0	96
4007	Georg	1	96
4008	Christoph	1	96
4009	Lichtenberg	1	96
4010	,	0	96
4011	[	0	96
4012	Anm	0	96
4013	.	0	96
4014	43	0	96
4015	]	0	96
4016	,	0	96
4017	IV	0	96
4018	,	0	96
4019	154f	0	96
4020	.	0	96
4021	)	0	96
4022	.	0	96
4023	Das	0	97
4024	Erlebnis	0	97
4025	und	0	97
4026	die	0	97
4027	Dichtung	0	97
4028	,	0	97
4029	Leipzig	0	97
4030	19	0	97
4031	0	0	97
4032	6	0	97
4033	,	0	97
4034	S	0	97
4035	.	0	97
4036	328ff	0	97
4037	.	0	97
4038	Johnsons	1	98
4039	„	0	98
4040	Einatmen	0	98
4041	und	0	98
4042	hinterlegen	0	98
4043	“	0	98
4044	wird	0	98
4045	mit	0	98
4046	Seitenzahl	0	98
4047	im	0	98
4048	laufenden	0	98
4049	Text	0	98
4050	zitiert	0	98
4051	nach	0	98
4052	dem	0	98
4053	Erstdruck	0	98
4054	(	0	98
4055	Anm	0	98
4056	.	0	98
4057	3	0	98
4058	)	0	98
4059	.	0	98
4060	Deshalb	0	99
4061	hat	0	99
4062	Graf	0	99
4063	Egge	0	99
4064	Schipper	0	99
4065	und	0	99
4066	Franz	0	99
4067	an	0	99
4068	seiner	0	99
4069	Seite	0	99
4070	,	0	99
4071	Andreas	0	99
4072	Gotthelff	0	99
4073	und	0	99
4074	Romana	0	99
4075	.	0	99
4076	Das	0	101
4077	bezeugt	0	101
4078	ein	0	101
4079	Brief	0	101
4080	(	0	101
4081	des	0	101
4082	Jahres	0	101
4083	1148	0	101
4084	)	0	101
4085	von	0	101
4086	Wibald	1	101
4087	an	0	101
4088	Hedwig	0	101
4089	:	0	101
4090	Monumenta	0	101
4091	Cor	0	101
4092	-	0	101
4093	beiensia	0	101
4094	,	0	101
4095	hrsg	0	101
4096	.	0	101
4097	Philippus	0	101
4098	Jaffe	0	101
4099	,	0	101
4100	Bibliotheca	0	101
4101	rerum	0	101
4102	Germanicarum	0	101
4103	,	0	101
4104	tomus	0	101
4105	I	0	101
4106	,	0	101
4107	Berlin	0	101
4108	1864	0	101
4109	,	0	101
4110	169	0	101
4111	-	0	101
4112	171	0	101
4113	(	0	101
4114	Wibaldi	0	101
4115	epistulae	0	101
4116	,	0	101
4117	Nr	0	101
4118	.	0	101
4119	96	0	101
4120	)	0	101
4121	;	0	101
4122	Hinweis	0	101
4123	auf	0	101
4124	diesen	0	101
4125	Brief	0	101
4126	:	0	101
4127	Verbeek	1	101
4128	(	0	101
4129	Anm	0	101
4130	.	0	101
4131	1	0	101
4132	)	0	101
4133	,	0	101
4134	VHIf	0	101
4135	.	0	101
4136	;	0	101
4137	Kunisch	1	101
4138	(	0	101
4139	Anm	0	101
4140	.	0	101
4141	1	0	101
4142	)	0	101
4143	,	0	101
4144	83	0	101
4145	Anm	0	101
4146	.	0	101
4147	5	0	101
4148	;	0	101
4149	Wolter	1	101
4150	(	0	101
4151	Anm	0	101
4152	.	0	101
4153	1	0	101
4154	)	0	101
4155	,	0	101
4156	26	0	101
4157	.	0	101
4158	-	0	101
4159	Wibald	1	101
4160	bezeichnet	0	101
4161	Arnold	0	101
4162	als	0	101
4163	seinen	0	101
4164	Jugendfreund	0	101
4165	:	0	101
4166	Brief	0	101
4167	15	0	101
4168	0	0	101
4169	;	0	101
4170	vgl	0	101
4171	.	0	101
4172	Wolter	1	101
4173	;	0	101
4174	ebd	0	101
4175	.	0	101
4176	,	0	101
4177	5	0	101
4178	.	0	101
4179	Gerade	0	102
4180	dieser	0	102
4181	Vorrang	0	102
4182	wird	0	102
4183	jedoch	0	102
4184	von	0	102
4185	Albert	1	102
4186	Maurüber	1	102
4187	in	0	102
4188	seinem	0	102
4189	Artikel	0	102
4190	„	0	102
4191	Was	0	102
4192	erwarten	0	102
4193	wir	0	102
4194	von	0	102
4195	der	0	102
4196	Regionalkonferenz	0	102
4197	der	0	102
4198	Partei	0	102
4199	?	0	102
4200	“	0	102
4201	,	0	102
4202	in	0	102
4203	:	0	102
4204	G	1	102
4205	33	0	102
4206	(	0	102
4207	1	0	102
4208	.	0	102
4209	April	0	102
4210	193	0	102
4211	0	0	102
4212	)	0	102
4213	,	0	102
4214	2	0	102
4215	-	0	102
4216	3	0	102
4217	,	0	102
4218	wegen	0	102
4219	der	0	102
4220	Beschränkung	0	102
4221	der	0	102
4222	propagandistischen	0	102
4223	Arbeit	0	102
4224	auf	0	102
4225	die	0	102
4226	deutschsprachigen	0	102
4227	städtischen	0	102
4228	Kreise	0	102
4229	heftig	0	102
4230	bedauert	0	102
4231	und	0	102
4232	kritisiert	0	102
4233	.	0	102
4234	Uwe	1	103
4235	Johnson	1	103
4236	an	0	103
4237	Wil	0	103
4238	Dambitsch	0	103
4239	,	0	103
4240	28	0	103
4241	.	0	103
4242	Oktober	0	103
4243	1975	0	103
4244	.	0	103
4245	Zit	0	103
4246	.	0	103
4247	n	0	103
4248	.	0	103
4249	dem	0	103
4250	Durchschlag	0	103
4251	aus	0	103
4252	den	0	103
4253	Unterlagen	0	103
4254	Dambitschs	0	103
4255	.	0	103
4256	Müller	0	103
4257	,	0	103
4258	der	0	103
4259	zur	0	103
4260	diesem	0	103
4261	Zeitpunkt	0	103
4262	schon	0	103
4263	an	0	103
4264	der	0	103
4265	Universität	0	103
4266	Bremen	0	103
4267	eine	0	103
4268	Anstellung	0	103
4269	hatte	0	103
4270	,	0	103
4271	aber	0	103
4272	dem	0	103
4273	Wunsch	0	103
4274	Margret	0	103
4275	Boveris	0	103
4276	,	0	103
4277	bei	0	103
4278	der	0	103
4279	Lektorierung	0	103
4280	ihrer	0	103
4281	Autobiographie	0	103
4282	behilflich	0	103
4283	zu	0	103
4284	sein	0	103
4285	,	0	103
4286	nachzukommen	0	103
4287	bereit	0	103
4288	war	0	103
4289	,	0	103
4290	teilte	0	103
4291	in	0	103
4292	seiner	0	103
4293	Antwort	0	103
4294	an	0	103
4295	Johnson	1	103
4296	vom	0	103
4297	27	0	103
4298	.	0	103
4299	November	0	103
4300	1975	0	103
4301	nicht	0	103
4302	dessen	0	103
4303	Skepsis	0	103
4304	hinsichtlich	0	103
4305	der	0	103
4306	Unergiebigkeit	0	103
4307	des	0	103
4308	im	0	103
4309	Nachla	0	103
4310	ß	0	103
4311	Aufbewahrten	0	103
4312	.	0	103
4313	Mit	0	103
4314	Bezug	0	103
4315	auf	0	103
4316	Johnsons	0	103
4317	hier	0	103
4318	zitierter	0	103
4319	Bemerkung	0	103
4320	schrieb	0	103
4321	Müller	0	103
4322	:	0	103
4323	“	0	103
4324	“	0	103
4325	Es	0	103
4326	war	0	103
4327	ihre	0	103
4328	Art	0	103
4329	,	0	103
4330	die	0	103
4331	Dinge	0	103
4332	konkret	0	103
4333	durch	0	103
4334	ihr	0	103
4335	eigenes	0	103
4336	Leben	0	103
4337	hindurchzusehen	0	103
4338	”	0	103
4339	”	0	103
4340	(	0	103
4341	Hans	0	103
4342	Dieter	0	103
4343	Müller	0	103
4344	an	0	103
4345	Uwe	1	103
4346	Johnson	1	103
4347	,	0	103
4348	27	0	103
4349	.	0	103
4350	November	0	103
4351	1975	0	103
4352	.	0	103
4353	Zit	0	103
4354	.	0	103
4355	n	0	103
4356	.	0	103
4357	dem	0	103
4358	Durchschlag	0	103
4359	aus	0	103
4360	den	0	103
4361	Unterlagen	0	103
4362	Dambitschs	0	103
4363	)	0	103
4364	.	0	103
4365	M	0	104
4366	)	0	104
4367	Karl	1	104
4368	Pestalozzi	1	104
4369	,	0	104
4370	Sprachskepsis	0	104
4371	und	0	104
4372	Sprachmagie	0	104
4373	im	0	104
4374	Werk	0	104
4375	des	0	104
4376	jungen	0	104
4377	Hofmannsthal	0	104
4378	.	0	104
4379	Züricher	0	104
4380	Beitrage	0	104
4381	zur	0	104
4382	deutschen	0	104
4383	Sprach	0	104
4384	-	0	104
4385	und	0	104
4386	Stilgeschichte	0	104
4387	,	0	104
4388	Nr	0	104
4389	.	0	104
4390	6	0	104
4391	,	0	104
4392	Atlantis	0	104
4393	Verlag	0	104
4394	Zürich	0	104
4395	1958	0	104
4396	,	0	104
4397	13	0	104
4398	0	0	104
4399	S	0	104
4400	.	0	104
4401	Geistes	0	105
4402	überhaupt	0	105
4403	“	0	105
4404	,	0	105
4405	als	0	105
4406	eine	0	105
4407	„	0	105
4408	Quelle	0	105
4409	der	0	105
4410	Physiologie	0	105
4411	des	0	105
4412	Staates	0	105
4413	“	0	105
4414	(	0	105
4415	NSt	0	105
4416	25	0	105
4417	)	0	105
4418	.	0	105
4419	-	0	105
4420	)	0	106
4421	Sigmund	1	106
4422	Freud	1	106
4423	:	0	106
4424	Gesammelte	0	106
4425	Werke	0	106
4426	.	0	106
4427	Bd	0	106
4428	.	0	106
4429	I	0	106
4430	.	0	106
4431	1952	0	106
4432	.	0	106
4433	S	0	106
4434	.	0	106
4435	93	0	106
4436	.	0	106
4437	81	0	107
4438	Realencyklopädie	0	107
4439	(	0	107
4440	Anm	0	107
4441	.	0	107
4442	24	0	107
4443	)	0	107
4444	,	0	107
4445	Bd	0	107
4446	.	0	107
4447	12	0	107
4448	(	0	107
4449	19	0	107
4450	0	0	107
4451	3	0	107
4452	)	0	107
4453	,	0	107
4454	S	0	107
4455	.	0	107
4456	2iff	0	107
4457	.	0	107
4458	)	0	108
4459	L	0	108
4460	’	0	108
4461	homme	0	108
4462	-	0	108
4463	machine	0	108
4464	,	0	108
4465	S	0	108
4466	.	0	108
4467	22	0	108
4468	;	0	108
4469	Oeuvres	0	108
4470	philosophiques	0	108
4471	Bd	0	108
4472	I	0	108
4473	,	0	108
4474	S	0	108
4475	.	0	108
4476	64	0	108
4477	-	0	108
4478	66	0	108
4479	.	0	108
4480	8	0	109
4481	)	0	109
4482	Berichte	0	109
4483	über	0	109
4484	die	0	109
4485	Verhandlungen	0	109
4486	der	0	109
4487	Sächsischen	0	109
4488	Akademie	0	109
4489	der	0	109
4490	Wissenschaften	0	109
4491	zu	0	109
4492	Leipzig	0	109
4493	.	0	109
4494	Philologisch	0	109
4495	-	0	109
4496	historische	0	109
4497	Klasse	0	109
4498	73	0	109
4499	.	0	109
4500	Band	0	109
4501	,	0	109
4502	1921	0	109
4503	,	0	109
4504	1	0	109
4505	.	0	109
4506	Heft	0	109
4507	,	0	109
4508	8	0	109
4509	.	0	109
4510	4	0	109
4511	.	0	109
4512	Ich	0	110
4513	folge	0	110
4514	hier	0	110
4515	Jürgen	1	110
4516	H	1	110
4517	.	1	110
4518	Petersen	1	110
4519	,	0	110
4520	der	0	110
4521	in	0	110
4522	seiner	0	110
4523	Typologie	0	110
4524	diese	0	110
4525	drei	0	110
4526	Grundformen	0	110
4527	des	0	110
4528	modernen	0	110
4529	Romans	0	110
4530	(	0	110
4531	mit	0	110
4532	vielfältigen	0	110
4533	Variationen	0	110
4534	und	0	110
4535	Kombinationen	0	110
4536	)	0	110
4537	herausarbeitet	0	110
4538	.	0	110
4539	Vgl	0	110
4540	.	0	110
4541	Jürgen	1	110
4542	H	1	110
4543	.	1	110
4544	Petersen	1	110
4545	,	0	110
4546	Der	0	110
4547	deutsche	0	110
4548	Roman	0	110
4549	der	0	110
4550	Moderne	0	110
4551	.	0	110
4552	Grundlegung	0	110
4553	-	0	110
4554	Typologie	0	110
4555	-	0	110
4556	Entwicklung	0	110
4557	,	0	110
4558	Stuttgart	0	110
4559	1991	0	110
4560	,	0	110
4561	bes	0	110
4562	.	0	110
4563	45	0	110
4564	-	0	110
4565	65	0	110
4566	.	0	110
4567	Vgl	0	111
4568	.	0	111
4569	Scharf	1	111
4570	(	0	111
4571	Anm	0	111
4572	.	0	111
4573	8	0	111
4574	)	0	111
4575	,	0	111
4576	58	0	111
4577	und	0	111
4578	Ekkehard	0	111
4579	W	0	111
4580	.	0	111
4581	Bornträger	0	111
4582	,	0	111
4583	Katharina	0	111
4584	II	0	111
4585	.	0	111
4586	die	0	111
4587	,	0	111
4588	Selbstherrscherin	0	111
4589	aller	0	111
4590	Reussen	0	111
4591	'	0	111
4592	.	0	111
4593	Das	0	111
4594	Bild	0	111
4595	der	0	111
4596	Zarin	0	111
4597	und	0	111
4598	ihrer	0	111
4599	Aussenpolitik	0	111
4600	in	0	111
4601	der	0	111
4602	westlichen	0	111
4603	Geschichtsschreibung	0	111
4604	,	0	111
4605	Freiburg	0	111
4606	/	0	111
4607	Schweiz	0	111
4608	1991	0	111
4609	,	0	111
4610	38ff	0	111
4611	.	0	111
4612	Diese	0	111
4613	Einschätzung	0	111
4614	in	0	111
4615	der	0	111
4616	Sekundärliteratur	0	111
4617	scheint	0	111
4618	eher	0	111
4619	eine	0	111
4620	Reaktion	0	111
4621	auf	0	111
4622	gängige	0	111
4623	Bilder	0	111
4624	von	0	111
4625	„	0	111
4626	Kriegerköniginnen	0	111
4627	“	0	111
4628	(	0	111
4629	Warrior	0	111
4630	Queens	0	111
4631	)	0	111
4632	zu	0	111
4633	sein	0	111
4634	,	0	111
4635	denn	0	111
4636	auf	0	111
4637	diesen	0	111
4638	konkreten	0	111
4639	Text	0	111
4640	.	0	111
4641	Antonia	1	111
4642	Fraser	1	111
4643	schreibt	0	111
4644	in	0	111
4645	ihrer	0	111
4646	Untersuchung	0	111
4647	zum	0	111
4648	Thema	0	111
4649	der	0	111
4650	kriegerischen	0	111
4651	Monarchin	0	111
4652	,	0	111
4653	da	0	111
4654	ß	0	111
4655	diese	0	111
4656	häufig	0	111
4657	als	0	111
4658	besonders	0	111
4659	keusch	0	111
4660	,	0	111
4661	noch	0	111
4662	häufiger	0	111
4663	jedoch	0	111
4664	als	0	111
4665	„	0	111
4666	preternaturally	0	111
4667	lustful	0	111
4668	“	0	111
4669	beschrieben	0	111
4670	wird	0	111
4671	.	0	111
4672	Sie	0	111
4673	führt	0	111
4674	dies	0	111
4675	darauf	0	111
4676	zurück	0	111
4677	,	0	111
4678	da	0	111
4679	ß	0	111
4680	das	0	111
4681	Geschlecht	0	111
4682	und	0	111
4683	damit	0	111
4684	die	0	111
4685	Sexualität	0	111
4686	das	0	111
4687	hervorstechende	0	111
4688	Merkmal	0	111
4689	einer	0	111
4690	Regentin	0	111
4691	sei	0	111
4692	.	0	111
4693	Vgl	0	111
4694	.	0	111
4695	hierzu	0	111
4696	Antonia	1	111
4697	Fraser	1	111
4698	,	0	111
4699	The	0	111
4700	Warrior	0	111
4701	Queens	0	111
4702	,	0	111
4703	London	0	111
4704	1988	0	111
4705	,	0	111
4706	11	0	111
4707	f	1	111
4708	.	0	111
4709	Vgl	0	111
4710	.	0	111
4711	hierzu	0	111
4712	auch	0	111
4713	Brenda	1	111
4714	Meehan	1	111
4715	-	0	111
4716	Waters	0	111
4717	,	0	111
4718	„	0	111
4719	Catherine	0	111
4720	the	0	111
4721	Great	0	111
4722	and	0	111
4723	the	0	111
4724	Problem	0	111
4725	of	0	111
4726	Female	0	111
4727	Rule	0	111
4728	“	0	111
4729	,	0	111
4730	Russian	0	111
4731	Review	0	111
4732	34	0	111
4733	(	0	111
4734	1976	0	111
4735	)	0	111
4736	,	0	111
4737	293	0	111
4738	—	0	111
4739	3	0	111
4740	0	0	111
4741	7	0	111
4742	.	0	111
4743	Meehan	0	111
4744	-	0	111
4745	Waters	1	111
4746	beschreibt	0	111
4747	hier	0	111
4748	die	0	111
4749	unterschiedlichen	0	111
4750	Reaktionen	0	111
4751	auf	0	111
4752	die	0	111
4753	Herrscherin	0	111
4754	Katharina	0	111
4755	und	0	111
4756	die	0	111
4757	Akzentuierung	0	111
4758	von	0	111
4759	Geschlecht	0	111
4760	und	0	111
4761	Sexualität	0	111
4762	insbesondere	0	111
4763	durch	0	111
4764	ausländische	0	111
4765	Diplomaten	0	111
4766	.	0	111
4767	)	0	112
4768	An	0	112
4769	die	0	112
4770	Li	0	112
4771	,	0	112
4772	II	0	112
4773	,	0	112
4774	178	0	112
4775	;	0	112
4776	III	0	112
4777	,	0	112
4778	254	0	112
4779	,	0	112
4780	265	0	112
4781	,	0	112
4782	431	0	112
4783	;	0	112
4784	IV	0	112
4785	,	0	112
4786	56	0	112
4787	,	0	112
4788	564	0	112
4789	;	0	112
4790	V	0	112
4791	,	0	112
4792	13	0	112
4793	,	0	112
4794	226	0	112
4795	,	0	112
4796	359	0	112
4797	;	0	112
4798	VI	0	112
4799	,	0	112
4800	46	0	112
4801	,	0	112
4802	94	0	112
4803	;	0	112
4804	VII	0	112
4805	,	0	112
4806	255	0	112
4807	.	0	112
4808	Johann	1	113
4809	Christoph	1	113
4810	Gottsched	1	113
4811	,	0	113
4812	Versuch	0	113
4813	einer	0	113
4814	critischen	0	113
4815	Dichtkunst	0	113
4816	.	0	113
4817	Anderer	0	113
4818	besonderer	0	113
4819	Theil	0	113
4820	,	0	113
4821	hrsg	0	113
4822	.	0	113
4823	Joachim	0	113
4824	Birke	0	113
4825	und	0	113
4826	Brigitte	0	113
4827	Birke	0	113
4828	(	0	113
4829	=	0	113
4830	ders	0	113
4831	.	0	113
4832	,	0	113
4833	Ausgewählte	0	113
4834	Werke	0	113
4835	,	0	113
4836	VI	0	113
4837	/	0	113
4838	2	0	113
4839	)	0	113
4840	,	0	113
4841	Berlin	0	113
4842	,	0	113
4843	New	0	113
4844	York	0	113
4845	1973	0	113
4846	,	0	113
4847	396	0	113
4848	ff	0	113
4849	.	0	113
4850	Robert	1	114
4851	Musil	1	114
4852	,	0	114
4853	Der	0	114
4854	Mann	0	114
4855	ohne	0	114
4856	Eigenscha	0	114
4857	ß	0	114
4858	en	0	114
4859	,	0	114
4860	S	0	114
4861	.	0	114
4862	712	0	114
4863	.	0	114
4864	Aldo	0	114
4865	Venturelli	0	114
4866	hat	0	114
4867	den	0	114
4868	Bezug	0	114
4869	zwischen	0	114
4870	Clarisse	0	114
4871	und	0	114
4872	Nietzsche	0	114
4873	vor	0	114
4874	allem	0	114
4875	durch	0	114
4876	Konkordanzen	0	114
4877	zu	0	114
4878	Ecce	0	114
4879	Homo	0	114
4880	belegt	0	114
4881	.	0	114
4882	Vgl	0	114
4883	.	0	114
4884	Aldo	0	114
4885	Venturelli	0	114
4886	,	0	114
4887	“	0	114
4888	“	0	114
4889	Die	0	114
4890	Kunst	0	114
4891	als	0	114
4892	fröhliche	0	114
4893	Wissenschaft	0	114
4894	,	0	114
4895	”	0	114
4896	”	0	114
4897	Nietzsche	0	114
4898	-	0	114
4899	Studien	0	114
4900	,	0	114
4901	9	0	114
4902	(	0	114
4903	198	0	114
4904	0	0	114
4905	)	0	114
4906	,	0	114
4907	3	0	114
4908	0	0	114
4909	2337	0	114
4910	.	0	114
4911	Vgl	0	115
4912	.	0	115
4913	Anm	0	115
4914	.	0	115
4915	195	0	115
4916	für	0	115
4917	die	0	115
4918	Bücher	0	115
4919	X	0	115
4920	,	0	115
4921	XI	0	115
4922	,	0	115
4923	XII	0	115
4924	in	0	115
4925	der	0	115
4926	Übersetzung	0	115
4927	Mays	0	115
4928	,	0	115
4929	die	0	115
4930	fiktiv	0	115
4931	das	0	115
4932	Werk	0	115
4933	zu	0	115
4934	Ende	0	115
4935	dichten	0	115
4936	.	0	115
4937	Zum	0	116
4938	Begriff	0	116
4939	der	0	116
4940	,	0	116
4941	kiusche	0	116
4942	‘	0	116
4943	vgl	0	116
4944	.	0	116
4945	:	0	116
4946	Herbert	1	116
4947	Kolb	1	116
4948	,	0	116
4949	„	0	116
4950	Vielfalt	0	116
4951	der	0	116
4952	»	0	116
4953	kiusche	0	116
4954	*	0	116
4955	.	0	116
4956	Eine	0	116
4957	bedeutungsgeschichtliche	0	116
4958	Studie	0	116
4959	zu	0	116
4960	Wolframs	0	116
4961	Parzival	0	116
4962	“	0	116
4963	,	0	116
4964	in	0	116
4965	:	0	116
4966	Verbum	0	116
4967	et	0	116
4968	Signum	0	116
4969	.	0	116
4970	Fs	0	116
4971	Friedrich	0	116
4972	Ohly	0	116
4973	,	0	116
4974	München	0	116
4975	1975	0	116
4976	,	0	116
4977	II	0	116
4978	,	0	116
4979	233	0	116
4980	-	0	116
4981	246	0	116
4982	:	0	116
4983	„	0	116
4984	kiusche	0	116
4985	,	0	116
4986	wie	0	116
4987	Wolfram	0	116
4988	sie	0	116
4989	meint	0	116
4990	,	0	116
4991	hat	0	116
4992	nicht	0	116
4993	absondernde	0	116
4994	und	0	116
4995	sich	0	116
4996	abschliessende	0	116
4997	Wirkung	0	116
4998	,	0	116
4999	sondern	0	116
5000	sie	0	116
5001	begründet	0	116
5002	und	0	116
5003	bewahrt	0	116
5004	Gemeinschaft	0	116
5005	“	0	116
5006	(	0	116
5007	237	0	116
5008	)	0	116
5009	.	0	116
5010	,	0	116
5011	triuwe	0	116
5012	*	0	116
5013	und	0	116
5014	,	0	116
5015	kiusche	0	116
5016	*	0	116
5017	der	0	116
5018	Frau	0	116
5019	sind	0	116
5020	somit	0	116
5021	als	0	116
5022	Qualifikationen	0	116
5023	der	0	116
5024	Minne	0	116
5025	zu	0	116
5026	verstehen	0	116
5027	.	0	116
5028	Conze	1	117
5029	,	0	117
5030	p	0	117
5031	.	0	117
5032	174	0	117
5033	.	0	117
5034	In	0	118
5035	view	0	118
5036	of	0	118
5037	the	0	118
5038	assumption	0	118
5039	,	0	118
5040	implicit	0	118
5041	in	0	118
5042	Leitner	0	118
5043	’	0	118
5044	s	0	118
5045	Statement	0	118
5046	,	0	118
5047	that	0	118
5048	there	0	118
5049	exists	0	118
5050	a	0	118
5051	fundamental	0	118
5052	distmction	0	118
5053	between	0	118
5054	,	0	118
5055	and	0	118
5056	hence	0	118
5057	a	0	118
5058	clear	0	118
5059	separabihty	0	118
5060	of	0	118
5061	,	0	118
5062	Sinn	0	118
5063	and	0	118
5064	Sprache	0	118
5065	,	0	118
5066	there	0	118
5067	is	0	118
5068	,	0	118
5069	to	0	118
5070	my	0	118
5071	mind	0	118
5072	,	0	118
5073	at	0	118
5074	least	0	118
5075	some	0	118
5076	question	0	118
5077	whether	0	118
5078	the	0	118
5079	Statement	0	118
5080	even	0	118
