	text	class	sample
61787	Resolutions	0	2586
61788	","""	0	2586
61789	in	0	2586
61790	Markov	0	2586
61791	Random	0	2586
61792	Fields:	0	2586
61793	Theory	0	2586
61794	and	0	2586
61795	Applications	0	2586
61796	(	0	2586
61797	R.	0	2586
61798	Chellappa	0	2586
61799	,	0	2586
61800	ed.),	0	2586
61801	pp.	0	2586
61802	131-157	0	2586
61803	,	0	2586
61804	Academic	0	2586
61805	Press	0	2586
61806	,	0	2586
61807	1993	0	2586
61808	.	0	2586
61809	zu	0	2587
61810	<place_holder>	0	2587
61811	:	0	2587
61812	Ting,	1	2587
61813	Kai	1	2587
61814	Ming	1	2587
61815	,	0	2587
61816	(	0	2587
61817	1996	0	2587
61818	).	0	2587
61819	Discretisation	0	2587
61820	in	0	2587
61821	Lazy	0	2587
61822	Learning	0	2587
61823	.	0	2587
61824	To	0	2587
61825	appear	0	2587
61826	in	0	2587
61827	the	0	2587
61828	special	0	2587
61829	issue	0	2587
61830	on	0	2587
61831	Lazy	0	2587
61832	Learning	0	2587
61833	in	0	2587
61834	Artificial	0	2587
61835	Intelligence	0	2587
61836	Review	0	2587
61837	.	0	2587
61838	J.	1	2588
61839	C.	1	2588
61840	Butcher	1	2588
61841	.	0	2588
61842	General	0	2588
61843	linear	0	2588
61844	method:	0	2588
61845	A	0	2588
61846	survey	0	2588
61847	.	0	2588
61848	Appl.	0	2588
61849	Numer.	0	2588
61850	Math.	0	2588
61851	,	0	2588
61852	1	0	2588
61853	273	0	2588
61854	,	0	2588
61855	1985	0	2588
61856	.	0	2588
61857	)	0	2589
61858	M.	1	2589
61859	C.	1	2589
61860	Speer,	1	2589
61861	L.	1	2589
61862	H.	1	2589
61863	Yamaoka,	1	2589
61864	J.	1	2589
61865	H.	1	2589
61866	Gilchrist,	1	2589
61867	C.	1	2589
61868	P.	1	2589
61869	Gaskell,	1	2589
61870	J.	1	2589
61871	M.	1	2589
61872	Stajich,	1	2589
61873	J.	1	2589
61874	M.	1	2589
61875	Vance,	1	2589
61876	Z.	1	2589
61877	Kazantsev,	1	2589
61878	A.	1	2589
61879	Lastra,	1	2589
61880	C.	1	2589
61881	S.	1	2589
61882	Haynes,	1	2589
61883	J.	1	2589
61884	S.	1	2589
61885	Beckmann,	1	2589
61886	D.	1	2589
61887	Cohen,	1	2589
61888	J.	1	2589
61889	L.	1	2589
61890	Weber,	1	2589
61891	A.	1	2589
61892	D.	1	2589
61893	Roses,	1	2589
61894	and	1	2589
61895	M.	1	2589
61896	A.	1	2589
61897	Pericak-Vance	1	2589
61898	.	0	2589
61899	Confirmation	0	2589
61900	of	0	2589
61901	genetic	0	2589
61902	heterogeneity	0	2589
61903	in	0	2589
61904	limb-girdle	0	2589
61905	muscular	0	2589
61906	dystrophy:	0	2589
61907	Linkage	0	2589
61908	of	0	2589
61909	an	0	2589
61910	autosomal	0	2589
61911	dominant	0	2589
61912	form	0	2589
61913	to	0	2589
61914	chromosome	0	2589
61915	5q	0	2589
61916	.	0	2589
61917	Am.	0	2589
61918	J.	0	2589
61919	Hum.	0	2589
61920	Genet.	0	2589
61921	,	0	2589
61922	50	0	2589
61923	1211-1217	0	2589
61924	,	0	2589
61925	1992	0	2589
61926	.	0	2589
61927	Vgl	0	2590
61928	.	0	2590
61929	Flanagan,	1	2590
61930	C.,	1	2590
61931	and	1	2590
61932	Felleisen,	1	2590
61933	M.	1	2590
61934	Modular	0	2590
61935	and	0	2590
61936	polymorphic	0	2590
61937	set-based	0	2590
61938	analysis:	0	2590
61939	Theory	0	2590
61940	and	0	2590
61941	practice	0	2590
61942	.	0	2590
61943	Technical	0	2590
61944	Report	0	2590
61945	TR-96-266	0	2590
61946	,	0	2590
61947	Rice	0	2590
61948	University	0	2590
61949	,	0	2590
61950	1996	0	2590
61951	.	0	2590
61952	Vgl	0	2591
61953	.	0	2591
61954	Marr,	1	2591
61955	D.,	1	2591
61956	&amp;	1	2591
61957	Nishihara,	1	2591
61958	H.	1	2591
61959	(	0	2591
61960	1978	0	2591
61961	).	0	2591
61962	Representation	0	2591
61963	and	0	2591
61964	recognition	0	2591
61965	of	0	2591
61966	the	0	2591
61967	spatial	0	2591
61968	organisation	0	2591
61969	of	0	2591
61970	three-dimensional	0	2591
61971	shapes	0	2591
61972	.	0	2591
61973	Proceedings	0	2591
61974	of	0	2591
61975	the	0	2591
61976	Royal	0	2591
61977	Society	0	2591
61978	of	0	2591
61979	London	0	2591
61980	,	0	2591
61981	B200	0	2591
61982	,	0	2591
61983	269-294	0	2591
61984	.	0	2591
61985	dazu	0	2592
61986	auch	0	2592
61987	Barendregt,	1	2592
61988	H.	1	2592
61989	P.	1	2592
61990	The	0	2592
61991	Lambda	0	2592
61992	Calculus:	0	2592
61993	Its	0	2592
61994	Syntax	0	2592
61995	and	0	2592
61996	Semantics.	0	2592
61997	Revised	0	2592
61998	Edition	0	2592
61999	.	0	2592
62000	Studies	0	2592
62001	in	0	2592
62002	Logic	0	2592
62003	and	0	2592
62004	the	0	2592
62005	Foundations	0	2592
62006	of	0	2592
62007	Mathematics	0	2592
62008	103	0	2592
62009	.	0	2592
62010	North-Holland	0	2592
62011	,	0	2592
62012	Amsterdam	0	2592
62013	,	0	2592
62014	1984	0	2592
62015	.	0	2592
62016	dazu	0	2593
62017	auch	0	2593
62018	Dechter,	1	2593
62019	R.	1	2593
62020	(	0	2593
62021	1992	0	2593
62022	).	0	2593
62023	From	0	2593
62024	local	0	2593
62025	to	0	2593
62026	global	0	2593
62027	consistency	0	2593
62028	.	0	2593
62029	Artificial	0	2593
62030	Intelligence	0	2593
62031	,	0	2593
62032	55	0	2593
62033	,	0	2593
62034	87-107	0	2593
62035	.	0	2593
62036	)	0	2594
62037	Beeri,	1	2594
62038	C.	1	2594
62039	(	0	2594
62040	1990	0	2594
62041	).	0	2594
62042	A	0	2594
62043	formal	0	2594
62044	approach	0	2594
62045	to	0	2594
62046	object-oriented	0	2594
62047	databases	0	2594
62048	.	0	2594
62049	Data	0	2594
62050	and	0	2594
62051	Knowledge	0	2594
62052	Engineering	0	2594
62053	,	0	2594
62054	5	0	2594
62055	,	0	2594
62056	353-382	0	2594
62057	.	0	2594
62058	Die	0	2595
62059	Arbeit	0	2595
62060	von	0	2595
62061	Y.	1	2595
62062	Sagiv	1	2595
62063	and	1	2595
62064	M.	1	2595
62065	Yannakakis	1	2595
62066	.	0	2595
62067	Equivalence	0	2595
62068	among	0	2595
62069	relational	0	2595
62070	expressions	0	2595
62071	with	0	2595
62072	the	0	2595
62073	union	0	2595
62074	and	0	2595
62075	difference	0	2595
62076	operators	0	2595
62077	.	0	2595
62078	In	0	2595
62079	J.	0	2595
62080	ACM	0	2595
62081	27	0	2595
62082	(	0	2595
62083	4	0	2595
62084	)	0	2595
62085	pp.	0	2595
62086	633-655	0	2595
62087	,	0	2595
62088	1981	0	2595
62089	.	0	2595
62090	M.	1	2596
62091	V.	1	2596
62092	Solodov	1	2596
62093	.	0	2596
62094	Some	0	2596
62095	optimization	0	2596
62096	reformulations	0	2596
62097	of	0	2596
62098	the	0	2596
62099	extended	0	2596
62100	linear	0	2596
62101	complementarity	0	2596
62102	problems	0	2596
62103	,	0	2596
62104	1997	0	2596
62105	.	0	2596
62106	Computational	0	2596
62107	Optimization	0	2596
62108	and	0	2596
62109	Applications	0	2596
62110	,	0	2596
62111	to	0	2596
62112	appear	0	2596
62113	.	0	2596
62114	Die	0	2597
62115	Arbeit	0	2597
62116	von	0	2597
62117	W.	1	2597
62118	Chen	1	2597
62119	.	0	2597
62120	Declarative	0	2597
62121	specification	0	2597
62122	and	0	2597
62123	evaluation	0	2597
62124	of	0	2597
62125	database	0	2597
62126	updates	0	2597
62127	.	0	2597
62128	In	0	2597
62129	Intl.	0	2597
62130	Conference	0	2597
62131	on	0	2597
62132	Deductive	0	2597
62133	and	0	2597
62134	Object-Oriented	0	2597
62135	Databases	0	2597
62136	(DOOD)	0	2597
62137	,	0	2597
62138	volume	0	2597
62139	566	0	2597
62140	of	0	2597
62141	Lecture	0	2597
62142	Notes	0	2597
62143	in	0	2597
62144	Computer	0	2597
62145	Science	0	2597
62146	,	0	2597
62147	pages	0	2597
62148	147-166	0	2597
62149	.	0	2597
62150	Springer-Verlag	0	2597
62151	,	0	2597
62152	December	0	2597
62153	1991	0	2597
62154	.	0	2597
62155	Vgl	0	2598
62156	.	0	2598
62157	D.	1	2598
62158	Gannon,	1	2598
62159	W.	1	2598
62160	Jalby,	1	2598
62161	and	1	2598
62162	K.	1	2598
62163	Gallivan	1	2598
62164	.	0	2598
62165	Strategies	0	2598
62166	for	0	2598
62167	cache	0	2598
62168	and	0	2598
62169	local	0	2598
62170	memory	0	2598
62171	management	0	2598
62172	by	0	2598
62173	global	0	2598
62174	program	0	2598
62175	transformation	0	2598
62176	.	0	2598
62177	Journal	0	2598
62178	of	0	2598
62179	Parallel	0	2598
62180	and	0	2598
62181	Distributed	0	2598
62182	Computing	0	2598
62183	,	0	2598
62184	5	0	2598
62185	(	0	2598
62186	5	0	2598
62187	)	0	2598
62188	587-616	0	2598
62189	,	0	2598
62190	October	0	2598
62191	1988	0	2598
62192	.	0	2598
62193	S.	1	2599
62194	M.	1	2599
62195	Robinson	1	2599
62196	.	0	2599
62197	Some	0	2599
62198	continuity	0	2599
62199	properties	0	2599
62200	of	0	2599
62201	polyhedral	0	2599
62202	multifunctions	0	2599
62203	.	0	2599
62204	Mathematical	0	2599
62205	Programming	0	2599
62206	Study	0	2599
62207	,	0	2599
62208	14	0	2599
62209	206-214	0	2599
62210	,	0	2599
62211	1981	0	2599
62212	.	0	2599
62213	Die	0	2600
62214	Arbeit	0	2600
62215	von	0	2600
62216	Weiss,	1	2600
62217	S.,	1	2600
62218	&amp;	1	2600
62219	Kapouleas,	1	2600
62220	I.	1	2600
62221	(	0	2600
62222	1989	0	2600
62223	).	0	2600
62224	An	0	2600
62225	empirical	0	2600
62226	comparison	0	2600
62227	of	0	2600
62228	pattern	0	2600
62229	recognition,	0	2600
62230	neural	0	2600
62231	nets,	0	2600
62232	and	0	2600
62233	machine	0	2600
62234	learning	0	2600
62235	classification	0	2600
62236	methods	0	2600
62237	.	0	2600
62238	In	0	2600
62239	Proceedings	0	2600
62240	of	0	2600
62241	the	0	2600
62242	11th	0	2600
62243	International	0	2600
62244	Joint	0	2600
62245	Conference	0	2600
62246	of	0	2600
62247	Artificial	0	2600
62248	Intelligence	0	2600
62249	,	0	2600
62250	pp.	0	2600
62251	781-787	0	2600
62252	.	0	2600
62253	Detroit,	0	2600
62254	MI	0	2600
62255	.	0	2600
62256	Morgan	0	2600
62257	Kaufmann	0	2600
62258	.	0	2600
62259	siehe	0	2601
62260	R.	1	2601
62261	von	1	2601
62262	Hanxleden	1	2601
62263	and	1	2601
62264	K.	1	2601
62265	Kennedy	1	2601
62266	.	0	2601
62267	Give-N-Take	0	2601
62268	a	0	2601
62269	balanced	0	2601
62270	code	0	2601
62271	placement	0	2601
62272	framework	0	2601
62273	.	0	2601
62274	In	0	2601
62275	Proceedings	0	2601
62276	of	0	2601
62277	the	0	2601
62278	ACM	0	2601
62279	SIGPLAN	0	2601
62280	91	0	2601
62281	Conference	0	2601
62282	on	0	2601
62283	Programming	0	2601
62284	Language	0	2601
62285	Design	0	2601
62286	and	0	2601
62287	Implementation	0	2601
62288	,	0	2601
62289	June	0	2601
62290	1994	0	2601
62291	.	0	2601
62292	Vgl	0	2602
62293	.	0	2602
62294	dazu	0	2602
62295	DeWitt,	1	2602
62296	D.	1	2602
62297	J.	1	2602
62298	,	0	2602
62299	""""	0	2602
62300	DIRECT	0	2602
62301	A	0	2602
62302	Multiprocessor	0	2602
62303	Organization	0	2602
62304	for	0	2602
62305	Supporting	0	2602
62306	Relational	0	2602
62307	Database	0	2602
62308	Management	0	2602
62309	Systems	0	2602
62310	","""	0	2602
62311	IEEE	0	2602
62312	Transactions	0	2602
62313	on	0	2602
62314	Computers	0	2602
62315	,	0	2602
62316	June,	0	2602
62317	1979	0	2602
62318	.	0	2602
62319	zu	0	2603
62320	<place_holder>	0	2603
62321	:	0	2603
62322	I.	1	2603
62323	Lee,	1	2603
62324	P.	1	2603
62325	Bremond-Gregoire,	1	2603
62326	and	1	2603
62327	R.	1	2603
62328	Gerber	1	2603
62329	.	0	2603
62330	A	0	2603
62331	Process	0	2603
62332	Algebraic	0	2603
62333	Approach	0	2603
62334	to	0	2603
62335	the	0	2603
62336	Specification	0	2603
62337	and	0	2603
62338	Analysis	0	2603
62339	of	0	2603
62340	Resource-Bound	0	2603
62341	Real-Time	0	2603
62342	Systems	0	2603
62343	.	0	2603
62344	IEEE	0	2603
62345	Proceedings	0	2603
62346	,	0	2603
62347	82	0	2603
62348	(	0	2603
62349	1	0	2603
62350	),	0	2603
62351	January	0	2603
62352	1994	0	2603
62353	.	0	2603
62354	van	1	2604
62355	Benthem,	1	2604
62356	J.	1	2604
62357	F.	1	2604
62358	A.	1	2604
62359	K.	1	2604
62360	(	0	2604
62361	1989	0	2604
62362	)	0	2604
62363	Semantic	0	2604
62364	parallels	0	2604
62365	in	0	2604
62366	natural	0	2604
62367	language	0	2604
62368	and	0	2604
62369	computation	0	2604
62370	.	0	2604
62371	In	0	2604
62372	Ebbinghaus,	0	2604
62373	H.	0	2604
62374	D.,	0	2604
62375	&amp;	0	2604
62376	al.	0	2604
62377	(Eds.),	0	2604
62378	Logic	0	2604
62379	Colloquium'87,	0	2604
62380	Granada	0	2604
62381	,	0	2604
62382	pp.	0	2604
62383	331-375	0	2604
62384	.	0	2604
62385	Amsterdam	0	2604
62386	:	0	2604
62387	North-Holland	0	2604
62388	.	0	2604
62389	Vgl	0	2605
62390	.	0	2605
62391	Koppel,	1	2605
62392	M.,	1	2605
62393	Feldman,	1	2605
62394	R.,	1	2605
62395	&amp;	1	2605
62396	Segre,	1	2605
62397	A.	1	2605
62398	M.	1	2605
62399	(	0	2605
62400	1994b	0	2605
62401	).	0	2605
62402	Bias-driven	0	2605
62403	revision	0	2605
62404	of	0	2605
62405	logical	0	2605
62406	domain	0	2605
62407	theories	0	2605
62408	.	0	2605
62409	Journal	0	2605
62410	of	0	2605
62411	Artificial	0	2605
62412	Intelligence	0	2605
62413	Research	0	2605
62414	,	0	2605
62415	1	0	2605
62416	,	0	2605
62417	159-208	0	2605
62418	.	0	2605
62419	zu	0	2606
62420	<place_holder>	0	2606
62421	vgl	0	2606
62422	.	0	2606
62423	Webb,	1	2606
62424	G.	1	2606
62425	I.,	1	2606
62426	&amp;	1	2606
62427	Brkic,	1	2606
62428	N.	1	2606
62429	(	0	2606
62430	1993	0	2606
62431	).	0	2606
62432	Learning	0	2606
62433	decision	0	2606
62434	lists	0	2606
62435	by	0	2606
62436	prepending	0	2606
62437	inferred	0	2606
62438	rules	0	2606
62439	.	0	2606
62440	In	0	2606
62441	Proceedings	0	2606
62442	of	0	2606
62443	the	0	2606
62444	Australian	0	2606
62445	Workshop	0	2606
62446	on	0	2606
62447	Machine	0	2606
62448	Learning	0	2606
62449	and	0	2606
62450	Hybrid	0	2606
62451	Systems	0	2606
62452	,	0	2606
62453	pp.	0	2606
62454	6-10	0	2606
62455	Melbourne,	0	2606
62456	Australia	0	2606
62457	.	0	2606
62458	beispielsweise	0	2607
62459	auch	0	2607
62460	Barklund,	1	2607
62461	J.,	1	2607
62462	Costantini,	1	2607
62463	S.,	1	2607
62464	Dell'Acqua,	1	2607
62465	P.	1	2607
62466	and	1	2607
62467	Lanzarone,	1	2607
62468	G.	1	2607
62469	A.	1	2607
62470	,	0	2607
62471	Integrating	0	2607
62472	Reflection	0	2607
62473	into	0	2607
62474	SLD-Resolution	0	2607
62475	,	0	2607
62476	in:	0	2607
62477	A.	0	2607
62478	Momigliano	0	2607
62479	and	0	2607
62480	M.	0	2607
62481	Ornaghi	0	2607
62482	(eds.),	0	2607
62483	Proc.	0	2607
62484	Post-Conf.	0	2607
62485	Ws.	0	2607
62486	on	0	2607
62487	Proof-Theoretical	0	2607
62488	Extensions	0	2607
62489	of	0	2607
62490	Logic	0	2607
62491	Programming	0	2607
62492	,	0	2607
62493	1994	0	2607
62494	.	0	2607
62495	beispielsweise	0	2608
62496	auch	0	2608
62497	R.	1	2608
62498	Rosenfeld	1	2608
62499	and	1	2608
62500	D.	1	2608
62501	S.	1	2608
62502	Touretzky	1	2608
62503	Coarse-coded	0	2608
62504	symbol	0	2608
62505	memories	0	2608
62506	and	0	2608
62507	their	0	2608
62508	properties	0	2608
62509	.	0	2608
62510	Complex	0	2608
62511	Systems	0	2608
62512	,	0	2608
62513	2	0	2608
62514	(	0	2608
62515	4	0	2608
62516	)	0	2608
62517	463-484	0	2608
62518	,	0	2608
62519	1988	0	2608
62520	.	0	2608
62521	Vgl	0	2609
62522	.	0	2609
62523	dazu	0	2609
62524	Tracey,	1	2609
62525	et	1	2609
62526	al.	1	2609
62527	,	0	2609
62528	Nature	0	2609
62529	330	0	2609
62530	,	0	2609
62531	662-664	0	2609
62532	(	0	2609
62533	1987	0	2609
62534	)	0	2609
62535	Hinshaw,	1	2610
62536	et	1	2610
62537	al.	1	2610
62538	,	0	2610
62539	Circ.	0	2610
62540	Shock	0	2610
62541	30	0	2610
62542	,	0	2610
62543	279-292	0	2610
62544	(	0	2610
62545	1990	0	2610
62546	)	0	2610
62547	Die	0	2611
62548	Arbeit	0	2611
62549	von	0	2611
62550	Dezube,	1	2611
62551	et	1	2611
62552	al.	1	2611
62553	,	0	2611
62554	Lancet	0	2611
62555	,	0	2611
62556	335	0	2611
62557	(	0	2611
62558	8690	0	2611
62559	),	0	2611
62560	662	0	2611
62561	(	0	2611
62562	1990	0	2611
62563	)	0	2611
62564	Millar,	1	2612
62565	et	1	2612
62566	al.	1	2612
62567	,	0	2612
62568	Lancet	0	2612
62569	2	0	2612
62570	(	0	2612
62571	8665	0	2612
62572	),	0	2612
62573	712-714	0	2612
62574	(	0	2612
62575	1989	0	2612
62576	)	0	2612
62577	Ferrai-Baliviera,	1	2613
62578	et	1	2613
62579	al.	1	2613
62580	,	0	2613
62581	Arch.	0	2613
62582	Surg.	0	2613
62583	124	0	2613
62584	(	0	2613
62585	12	0	2613
62586	),	0	2613
62587	1400-1405	0	2613
62588	(	0	2613
62589	1989	0	2613
62590	)	0	2613
62591	siehe	0	2614
62592	Bertolini,	1	2614
62593	et	1	2614
62594	al.	1	2614
62595	,	0	2614
62596	Nature	0	2614
62597	319	0	2614
62598	,	0	2614
62599	516-518	0	2614
62600	(	0	2614
62601	1986	0	2614
62602	)	0	2614
62603	dazu	0	2615
62604	auch	0	2615
62605	Johnson,	1	2615
62606	et	1	2615
62607	al.	1	2615
62608	,	0	2615
62609	Endocrinology	0	2615
62610	124	0	2615
62611	(	0	2615
62612	3	0	2615
62613	),	0	2615
62614	1424-1427	0	2615
62615	(	0	2615
62616	1989	0	2615
62617	)	0	2615
62618	dazu	0	2616
62619	Calci	1	2616
62620	.	0	2616
62621	Tissue	0	2616
62622	Int.	0	2616
62623	(US)	0	2616
62624	46	0	2616
62625	(	0	2616
62626	Suppl.	0	2616
62627	),	0	2616
62628	S3	0	2616
62629	-	0	2616
62630	10	0	2616
62631	(	0	2616
62632	1990	0	2616
62633	)	0	2616
62634	Vgl.	0	2617
62635	beispielsweise	0	2617
62636	Holler,	1	2617
62637	et	1	2617
62638	al.	1	2617
62639	,	0	2617
62640	Blood	0	2617
62641	,	0	2617
62642	75	0	2617
62643	(	0	2617
62644	4	0	2617
62645	),	0	2617
62646	1011-1016	0	2617
62647	(	0	2617
62648	1990	0	2617
62649	)	0	2617
62650	Elliot,	1	2618
62651	et	1	2618
62652	al.	1	2618
62653	,	0	2618
62654	Int.	0	2618
62655	J.	0	2618
62656	Pharmac.	0	2618
62657	1995	0	2618
62658	17	0	2618
62659	(	0	2618
62660	2	0	2618
62661	),	0	2618
62662	141-145	0	2618
62663	Die	0	2619
62664	Arbeit	0	2619
62665	von	0	2619
62666	von	1	2619
62667	Dullemen,	1	2619
62668	et	1	2619
62669	al.	1	2619
62670	,	0	2619
62671	Gastroenterology	0	2619
62672	,	0	2619
62673	1995	0	2619
62674	109	0	2619
62675	(	0	2619
62676	1	0	2619
62677	),	0	2619
62678	129-135	0	2619
62679	Vgl	0	2620
62680	.	0	2620
62681	Grau,	1	2620
62682	et	1	2620
62683	al.	1	2620
62684	,	0	2620
62685	N.	0	2620
62686	Engl.	0	2620
62687	J.	0	2620
62688	Med.	0	2620
62689	320	0	2620
62690	(	0	2620
62691	24	0	2620
62692	),	0	2620
62693	1586-1591	0	2620
62694	(	0	2620
62695	1989	0	2620
62696	)	0	2620
62697	dazu	0	2621
62698	auch	0	2621
62699	Pignet,	1	2621
62700	et	1	2621
62701	al.	1	2621
62702	,	0	2621
62703	Nature	0	2621
62704	,	0	2621
62705	344	0	2621
62706	,	0	2621
62707	245-247	0	2621
62708	(	0	2621
62709	1990	0	2621
62710	)	0	2621
62711	Bissonriette,	1	2622
62712	et	1	2622
62713	al.	1	2622
62714	,	0	2622
62715	Inflammation	0	2622
62716	13(3	0	2622
62717	),	0	2622
62718	329-339	0	2622
62719	(	0	2622
62720	1989	0	2622
62721	)	0	2622
62722	dazu	0	2623
62723	auch	0	2623
62724	Baughman,	1	2623
62725	et	1	2623
62726	al.	1	2623
62727	,	0	2623
62728	J.	0	2623
62729	Lab.	0	2623
62730	Clin.	0	2623
62731	Med.	0	2623
62732	115(1	0	2623
62733	),	0	2623
62734	36-42	0	2623
62735	(	0	2623
62736	1990	0	2623
62737	)	0	2623
62738	Vgl.	0	2624
62739	beispielsweise	0	2624
62740	Vedder,	1	2624
62741	et	1	2624
62742	al.	1	2624
62743	,	0	2624
62744	PNAS	0	2624
62745	87	0	2624
62746	,	0	2624
62747	2643-2646	0	2624
62748	(	0	2624
62749	1990	0	2624
62750	)	0	2624
62751	Sherry,	1	2625
62752	et	1	2625
62753	al.	1	2625
62754	,	0	2625
62755	J.	0	2625
62756	Cell	0	2625
62757	Biol.	0	2625
62758	107	0	2625
62759	,	0	2625
62760	1269-1277	0	2625
62761	(	0	2625
62762	1988	0	2625
62763	)	0	2625
62764	)	0	2626
62765	Munro,	1	2626
62766	et	1	2626
62767	al.	1	2626
62768	,	0	2626
62769	Am.	0	2626
62770	J.	0	2626
62771	Path.	0	2626
62772	135	0	2626
62773	(	0	2626
62774	1	0	2626
62775	),	0	2626
62776	121-132	0	2626
62777	(	0	2626
62778	1989	0	2626
62779	)	0	2626
62780	Vgl	0	2627
62781	.	0	2627
62782	Duh,	1	2627
62783	et	1	2627
62784	al.	1	2627
62785	,	0	2627
62786	Proc.	0	2627
62787	Nat.	0	2627
62788	Acad.	0	2627
62789	Sci	0	2627
62790	.	0	2627
62791	86	0	2627
62792	,	0	2627
62793	5974-5978	0	2627
62794	(	0	2627
62795	1989	0	2627
62796	)	0	2627
62797	Vgl	0	2628
62798	.	0	2628
62799	dazu	0	2628
62800	Poll,	1	2628
62801	et	1	2628
62802	al.	1	2628
62803	,	0	2628
62804	Proc.	0	2628
62805	Nat.	0	2628
62806	Acad.	0	2628
62807	Sci	0	2628
62808	.	0	2628
62809	87	0	2628
62810	,	0	2628
62811	782-785	0	2628
62812	(	0	2628
62813	1990	0	2628
62814	)	0	2628
62815	dazu	0	2629
62816	auch	0	2629
62817	Monto,	1	2629
62818	et	1	2629
62819	al.	1	2629
62820	,	0	2629
62821	Blood	0	2629
62822	79	0	2629
62823	,	0	2629
62824	2670	0	2629
62825	(	0	2629
62826	1990	0	2629
62827	)	0	2629
62828	Vgl.	0	2630
62829	beispielsweise	0	2630
62830	Clouse,	1	2630
62831	et	1	2630
62832	al.	1	2630
62833	,	0	2630
62834	J.	0	2630
62835	Immunol.	0	2630
62836	142	0	2630
62837	,	0	2630
62838	431-438	0	2630
62839	(	0	2630
62840	1989	0	2630
62841	)	0	2630
62842	zu	0	2631
62843	<place_holder>	0	2631
62844	:	0	2631
62845	Poll,	1	2631
62846	et	1	2631
62847	al.	1	2631
62848	,	0	2631
62849	AIDS	0	2631
62850	Res.	0	2631
62851	Hum.	0	2631
62852	Retrovirus	0	2631
62853	,	0	2631
62854	191-197	0	2631
62855	(	0	2631
62856	1992	0	2631
62857	)	0	2631
62858	Rosenberg,	1	2632
62859	et	1	2632
62860	al.	1	2632
62861	,	0	2632
62862	The	0	2632
62863	immunopathogenesis	0	2632
62864	of	0	2632
62865	HIV	0	2632
62866	Infection	0	2632
62867	,	0	2632
62868	Advances	0	2632
62869	in	0	2632
62870	Immunology	0	2632
62871	,	0	2632
62872	57	0	2632
62873	(	0	2632
62874	1989	0	2632
62875	)	0	2632
62876	)	0	2633
62877	Poli,	1	2633
62878	et	1	2633
62879	al.	1	2633
62880	,	0	2633
62881	Proc.	0	2633
62882	Natl.	0	2633
62883	Acad.	0	2633
62884	Sci	0	2633
62885	.,	0	2633
62886	87	0	2633
62887	,	0	2633
62888	782-784	0	2633
62889	(	0	2633
62890	1990	0	2633
62891	)	0	2633
62892	dazu	0	2634
62893	auch	0	2634
62894	Osbom,	1	2634
62895	et	1	2634
62896	al.	1	2634
62897	,	0	2634
62898	PNAS	0	2634
62899	86	0	2634
62900	2336-2340	0	2634
62901	Vgl	0	2635
62902	.	0	2635
62903	Folks,	1	2635
62904	et	1	2635
62905	al.	1	2635
62906	,	0	2635
62907	PNAS	0	2635
62908	86	0	2635
62909	,	0	2635
62910	2365-2368	0	2635
62911	(	0	2635
62912	1989	0	2635
62913	)	0	2635
62914	Vgl	0	2636
62915	.	0	2636
62916	Osbom,	1	2636
62917	et	1	2636
62918	al.	1	2636
62919	,	0	2636
62920	PNAS	0	2636
62921	86	0	2636
62922	,	0	2636
62923	2336-2340	0	2636
62924	(	0	2636
62925	1989	0	2636
62926	)	0	2636
62927	Vgl	0	2637
62928	.	0	2637
62929	Wright,	1	2637
62930	et	1	2637
62931	al.	1	2637
62932	,	0	2637
62933	J.	0	2637
62934	Immunol.	0	2637
62935	141(1	0	2637
62936	),	0	2637
62937	99-104	0	2637
62938	(	0	2637
62939	1988	0	2637
62940	)	0	2637
62941	Vgl	0	2638
62942	.	0	2638
62943	Lenardo,	1	2638
62944	et	1	2638
62945	al.	1	2638
62946	,	0	2638
62947	Cell	0	2638
62948	1989	0	2638
62949	,	0	2638
62950	58	0	2638
62951	,	0	2638
62952	227-29	0	2638
62953	Dbaibo,	1	2639
62954	et	1	2639
62955	al.	1	2639
62956	,	0	2639
62957	J.	0	2639
62958	Biol.	0	2639
62959	Chem.	0	2639
62960	1993	0	2639
62961	,	0	2639
62962	17782-66	0	2639
62963	Vgl.	0	2640
62964	beispielsweise	0	2640
62965	Duh,	1	2640
62966	et	1	2640
62967	al.	1	2640
62968	,	0	2640
62969	Proc.	0	2640
62970	Natl.	0	2640
62971	Acad	0	2640
62972	Sci	0	2640
62973	.	0	2640
62974	1989	0	2640
62975	,	0	2640
62976	86	0	2640
62977	,	0	2640
62978	5974-78	0	2640
62979	Die	0	2641
62980	Arbeit	0	2641
62981	von	0	2641
62982	Bachelerie,	1	2641
62983	et	1	2641
62984	al.	1	2641
62985	,	0	2641
62986	Nature	0	2641
62987	1991	0	2641
62988	,	0	2641
62989	350	0	2641
62990	,	0	2641
62991	709-12	0	2641
62992	zu	0	2642
62993	<place_holder>	0	2642
62994	:	0	2642
62995	Boswas,	1	2642
62996	et	1	2642
62997	al.	1	2642
62998	,	0	2642
62999	J.	0	2642
63000	Acquired	0	2642
63001	Immune	0	2642
63002	Deficiency	0	2642
63003	Syndrome	0	2642
63004	1993	0	2642
63005	,	0	2642
63006	6	0	2642
63007	,	0	2642
63008	778-786	0	2642
63009	beispielsweise	0	2643
63010	auch	0	2643
63011	Suzuki,	1	2643
63012	et	1	2643
